WKT;id;calle;tipo_calle;codigo_calle;id_eje;sm;lado;altura;paridad;regla_general_id;regla_general;horario_regla_general_id;horario_regla_general;normativa_id;normativa;horario_normativa_id;horario_normativa;tarifa
"MULTILINESTRING ((-58.4605002737696 -34.5527495147073,-58.461194572362 -34.5519490028744))";47327;ARCOS;CALLE;1102;1146;27-027;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4041589333402 -34.617242383545,-58.4036583971035 -34.6186786083751))";47328;JUJUY AV.;AVENIDA;10013;14124;28-063;derecho;601 - 799;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4046065561606 -34.6159714289824,-58.4045831549899 -34.6160490880678,-58.40427043609 -34.616946192703))";47329;JUJUY AV.;AVENIDA;10013;13590;28-064;derecho;501 - 599;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4053477167511 -34.6135558069994,-58.4050546840098 -34.6145275689631))";47330;JUJUY AV.;AVENIDA;10013;12904;28-066;derecho;301 - 399;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4056567606993 -34.6125327454622,-58.4054244531051 -34.6133349559591))";47331;JUJUY AV.;AVENIDA;10013;12570;28-067;derecho;201 - 299;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4059209457684 -34.611384638756,-58.4057608384167 -34.6121315293438,-58.4057086975815 -34.6123114450088))";47332;JUJUY AV.;AVENIDA;10013;12320;28-068;derecho;101 - 199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4060808875269 -34.6102461263642,-58.4060229928323 -34.6109872600413,-58.4059857096169 -34.6111613189007))";47333;JUJUY AV.;AVENIDA;10013;11982;28-069;derecho;1 - 99;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.471531333618 -34.5425267333307,-58.4725237230913 -34.543000026342))";47334;RAMALLO;CALLE;19002;213;29-008;izquierdo;2302 - 2400;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4625872344692 -34.552663994458,-58.4619656666889 -34.5535122906897))";47335;CUBA;CALLE;3197;1238;27-027;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4631671463946 -34.551877737215,-58.4627233833578 -34.5524833275819))";47336;CUBA;CALLE;3197;1110;27-028;izquierdo;3002 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4637333444568 -34.5511051028796,-58.4632791033956 -34.5517250619151))";47337;CUBA;CALLE;3197;1011;27-029;izquierdo;3102 - 3200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.447074090407 -34.5687431221219,-58.4479468858683 -34.5682970849219))";47338;CABILDO AV.;AVENIDA;3005;3017;23-034;derecho;1101 - 1199;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4481414336767 -34.5681967196479,-58.4485592939099 -34.5679831745098,-58.4488704940171 -34.5678170783762))";47339;CABILDO AV.;AVENIDA;3005;2940;23-036;derecho;1201 - 1299;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4499450559521 -34.5672434974365,-58.4500925299107 -34.5671647753939,-58.4506251504789 -34.5668739336116))";47340;CABILDO AV.;AVENIDA;3005;2808;23-047B;derecho;1401 - 1499;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4643001296159 -34.5503312670168,-58.4638461012365 -34.5509508902028))";47341;CUBA;CALLE;3197;920;27-030;izquierdo;3202 - 3300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.471593115732 -34.5424471499902,-58.4725855046102 -34.5429204425057))";47342;RAMALLO;CALLE;19002;213;29-009;derecho;2301 - 2399;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4753228611527 -34.5393377333494,-58.4751255850142 -34.5392462456534,-58.4742442174182 -34.5388723932566))";47343;"PAZ, GRAL. AV.";AVENIDA;17041;58;29-013;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4643281635833 -34.5501828594039,-58.4635748021378 -34.5498060093861))";47344;"PEDRAZA, MANUELA";CALLE;17048;826;27-031;izquierdo;2102 - 2200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4648707759465 -34.5495513850515,-58.4644146452475 -34.5501739401053))";47345;CUBA;CALLE;3197;827;27-031;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4654369502276 -34.5487763880565,-58.464982530187 -34.549396522688))";47346;CUBA;CALLE;3197;724;27-032;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4660251379564 -34.54797116874,-58.4655513898594 -34.5486178418492))";47347;CUBA;CALLE;3197;626;27-033;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4578034935343 -34.5543910823016,-58.4584057024267 -34.5547205584777,-58.4585451906327 -34.5547963211722))";47348;"UGARTE, MANUEL";CALLE;22020;1360;27-035;izquierdo;2002 - 2100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.457827587228 -34.5556213093167,-58.4570994722453 -34.5552062790915))";47349;ROOSEVELT FRANKLIN D.;CALLE;19083;1493;27-035;izquierdo;2002 - 2100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4603159100592 -34.5527546162739,-58.4595871932879 -34.5523748691051))";47350;QUESADA;CALLE;18005;1145;27-038;izquierdo;2002 - 2100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4618614095287 -34.5501012939793,-58.4619505647173 -34.5501461526349,-58.4627488150925 -34.5505468268249))";47351;CAMPOS SALLES;CALLE;3044;864;27-040;izquierdo;2002 - 2100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4568615895153 -34.5552591250902,-58.4563083068454 -34.5559001620414,-58.4562469234003 -34.5559712329706))";47352;O'HIGGINS;CALLE;16009;1535;27-045;izquierdo;2502 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4576259408876 -34.5543723914673,-58.4570111298049 -34.5550846594289))";47353;O'HIGGINS;CALLE;16009;1428;27-046A;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4583773043784 -34.5535026308374,-58.4577767144317 -34.5541985217141))";47354;O'HIGGINS;CALLE;16009;1310;27-047B;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4706393163781 -34.5419497507654,-58.471389098667 -34.5423286988228))";47355;RAMALLO;CALLE;19002;177;29-022;derecho;2201 - 2299;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4740240414149 -34.5387715585371,-58.4739839199661 -34.5387545632973,-58.4732453829041 -34.538430861036))";47356;"PAZ, GRAL. AV.";AVENIDA;17041;44;29-026;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.460676691968 -34.5504781313155,-58.4605541031359 -34.5504229725514,-58.4596577835349 -34.5499767197081))";47357;GUAYRA;CALLE;7097;862;27-051A;izquierdo;1902 - 2000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4601917111338 -34.5492607527414,-58.4612805310652 -34.5498086760064))";47358;CAMPOS SALLES;CALLE;3044;767;27-051B;izquierdo;1902 - 2000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4304653968777 -34.567489106764,-58.4308609819306 -34.5672460400776,-58.4313521721556 -34.5669452508475))";47359;DEL LIBERTADOR AV.;AVENIDA;12107;2812;23-117;izquierdo;4402 - 4500;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4612899484605 -34.5476886290255,-58.4620415782986 -34.5480648735209))";47360;AZURDUY JUANA;CALLE;1151;560;27-054;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4314922657811 -34.5668533812783,-58.4323069098269 -34.5663685665523))";47361;DEL LIBERTADOR AV.;AVENIDA;12107;2722;23-118;izquierdo;4502 - 4600;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4572124510267 -34.5496639744011,-58.4573273689289 -34.5495188910238,-58.4576371923014 -34.5490982958934))";47362;ARRIBEÃOS;CALLE;1121;755;27-073;izquierdo;3002 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4607413164357 -34.5483358301773,-58.4612018903717 -34.5477085562249))";47363;3 DE FEBRERO;CALLE;21050;588;27-054;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4613122852025 -34.5475531448919,-58.4617676075966 -34.5469331364212))";47364;3 DE FEBRERO;CALLE;21050;521;27-055;izquierdo;3402 - 3500;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.461880564001 -34.5467738474782,-58.4623491552727 -34.5461356392852))";47365;3 DE FEBRERO;CALLE;21050;457;27-056;izquierdo;3502 - 3600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4246203608101 -34.5703362813993,-58.4248057232072 -34.5702420793179,-58.4259225276694 -34.5695864196029,-58.433161816015 -34.5654000056833))";47366;DEL LIBERTADOR AV.;AVENIDA;12107;3286;23-135;derecho;3901 - 7699;IMPAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;7;PERMITIDO ESTACIONAR A 90Â°;1;24 HORAS;
"MULTILINESTRING ((-58.4626285169364 -34.5472147555914,-58.4619003824113 -34.5468496701288))";47367;NUÃEZ;CALLE;14031;483;27-056;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4318644439989 -34.5607220832737,-58.4323679254571 -34.5603450785669,-58.432809782239 -34.5599512608612,-58.4334039984525 -34.559330689845,-58.4338689455266 -34.5588121794479,-58.434177854401 -34.5583275948124,-58.434474842746 -34.5578323860862,-58.4344441078858 -34.557798102861,-58.4347158444358 -34.5573026718782,-58.4351926270006 -34.5563746989869,-58.4353177817657 -34.5560952969844,-58.435445990034 -34.5557021265083,-58.4354774588041 -34.5554551539201))";47368;"TORNQUIST, ERNESTO AV.";AVENIDA;21039;2056;23-158;izquierdo;5802 - 6400;PAR;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;7;PERMITIDO ESTACIONAR A 90Â°;1;24 HORAS;
"MULTILINESTRING ((-58.4659284540213 -34.5466820049371,-58.4666772360471 -34.5470603055786))";47369;JARAMILLO;CALLE;10005;467;29-027B;izquierdo;2102 - 2200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.469708353089 -34.5414853754582,-58.4704495479966 -34.5418599916272))";47370;RAMALLO;CALLE;19002;153;29-035;derecho;2101 - 2199;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4558600365269 -34.5533126533222,-58.456694352245 -34.5537691062691))";47371;"UGARTE, MANUEL";CALLE;22020;1252;27-058;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4730515623081 -34.5383462410836,-58.472583938564 -34.5381412479832,-58.4722779433193 -34.538005565911))";47372;"PAZ, GRAL. AV.";AVENIDA;17041;37;29-039;derecho;;S/N;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4581214012423 -34.5502719545419,-58.4588590811811 -34.5506501897531))";47373;IBERA;CALLE;9004;872;27-061;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4592191865013 -34.5487726313556,-58.4599628502848 -34.5491468037562))";47374;CAMPOS SALLES;CALLE;3044;681;27-063;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4594355762702 -34.5498649788137,-58.4588935556195 -34.5495950986234,-58.4586919437179 -34.549492836208))";47375;GUAYRA;CALLE;7097;779;27-063;izquierdo;1802 - 1900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4590631263354 -34.5507526605637,-58.4599732880331 -34.5512193476687))";47376;IBERA;CALLE;9004;946;27-049;izquierdo;1902 - 2000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4593580978505 -34.5524083829033,-58.4591135875099 -34.552648221036,-58.4585714224053 -34.5532769221835))";47377;O'HIGGINS;CALLE;16009;1209;27-048B;izquierdo;2802 - 2880;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.469651362948 -34.541562760227,-58.4703925582864 -34.5419373767371))";47378;RAMALLO;CALLE;19002;153;29-034;izquierdo;2102 - 2200;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4603543438759 -34.5472225327519,-58.4611011310558 -34.5475963603542))";47379;AZURDUY JUANA;CALLE;1151;520;27-065;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4605780055121 -34.5483089916485,-58.4598320313473 -34.5479358933257))";47380;"PEDRAZA, MANUELA";CALLE;17048;587;27-065;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4617129173291 -34.5467620842965,-58.4609647050514 -34.5463870208904))";47381;NUÃEZ;CALLE;14031;456;27-067;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.453392771335 -34.5542836567183,-58.4534077872861 -34.5542660227756,-58.4539738683164 -34.5536044089475))";47382;ARRIBEÃOS;CALLE;1121;1316;27-068;izquierdo;2502 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4549206155479 -34.5541467347663,-58.4543290998265 -34.5548373229047))";47383;11 DE SEPTIEMBRE DE 1888;CALLE;16025;1395;27-068;izquierdo;2502 - 2600;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4548047823561 -34.5527347645967,-58.4555013345742 -34.5531180025647,-58.4556487241132 -34.5531986169008))";47384;"UGARTE, MANUEL";CALLE;22020;1189;27-069;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4541086445894 -34.5534283514616,-58.4546877837416 -34.5527514765183))";47385;ARRIBEÃOS;CALLE;1121;1222;27-069;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4549631958647 -34.5539989139229,-58.4541303875194 -34.553522899528))";47386;ROOSEVELT FRANKLIN D.;CALLE;19083;1286;27-069;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4556578219626 -34.5532858455034,-58.4550674502082 -34.553975006206))";47387;11 DE SEPTIEMBRE DE 1888;CALLE;16025;1287;27-069;izquierdo;2602 - 2700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4548347541827 -34.5525813499536,-58.4554221897922 -34.5518947252987))";47388;ARRIBEÃOS;CALLE;1121;1120;27-070;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4563906231491 -34.552401385877,-58.4558217103678 -34.5531214818378))";47389;11 DE SEPTIEMBRE DE 1888;CALLE;16025;1190;27-070;izquierdo;2702 - 2800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4555826281967 -34.551701189025,-58.4563066564379 -34.5508614945307))";47390;ARRIBEÃOS;CALLE;1121;1008;27-071;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4687784272533 -34.5410097116815,-58.4688841981043 -34.5410634778221,-58.4695258279076 -34.5413877096477))";47391;RAMALLO;CALLE;19002;123;29-048;derecho;2001 - 2099;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4571656985341 -34.5513093808388,-58.4565208635372 -34.5521903251911))";47392;11 DE SEPTIEMBRE DE 1888;CALLE;16025;1082;27-071;izquierdo;2802 - 2900;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4571910791295 -34.5497973548645,-58.4579346744058 -34.5501785819719))";47393;IBERA;CALLE;9004;818;27-072;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4564745128436 -34.550654450094,-58.4570308359697 -34.5498953855659,-58.4570787498568 -34.5498349071681))";47394;ARRIBEÃOS;CALLE;1121;884;27-072;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.457924565852 -34.5502689074636,-58.4573201293303 -34.5510947017291))";47395;11 DE SEPTIEMBRE DE 1888;CALLE;16025;942;27-072;izquierdo;2902 - 3000;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4584815317465 -34.5495267612614,-58.4580624663756 -34.5500993773648))";47396;11 DE SEPTIEMBRE DE 1888;CALLE;16025;819;27-073;izquierdo;3002 - 3100;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4582969001995 -34.5483074237262,-58.4590339511623 -34.5486783338574))";47397;CAMPOS SALLES;CALLE;3044;622;27-074;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4577481874271 -34.5489499008636,-58.4578350283153 -34.5488319962989,-58.4582062063038 -34.548326551032))";47398;ARRIBEÃOS;CALLE;1121;661;27-074;izquierdo;3102 - 3200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4585072677925 -34.5493976728393,-58.4577704172819 -34.5490239426129))";47399;GUAYRA;CALLE;7097;718;27-074;izquierdo;1702 - 1800;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4590510228007 -34.5487518725664,-58.4585927421168 -34.5493780115982))";47400;11 DE SEPTIEMBRE DE 1888;CALLE;16025;719;27-074;izquierdo;3102 - 3200;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4583190583899 -34.5481724599592,-58.4583306023625 -34.5481567582235,-58.4587474824584 -34.5475517107561))";47401;ARRIBEÃOS;CALLE;1121;571;27-075;izquierdo;3202 - 3300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4651551583982 -34.5456288275226,-58.4653356523198 -34.5453898892078))";47402;O'HIGGINS;CALLE;16009;378;29-054B;derecho;3751 - 3799;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;4;PROHIBIDO ESTACIONAR Y DETENERSE;1;24 HORAS;
"MULTILINESTRING ((-58.4596137216787 -34.5479852499742,-58.4591651869152 -34.5485981517731))";47403;11 DE SEPTIEMBRE DE 1888;CALLE;16025;623;27-075;izquierdo;3202 - 3300;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4594017685142 -34.5467445019993,-58.4601652285634 -34.5471267304558))";47404;AZURDUY JUANA;CALLE;1151;473;27-076;izquierdo;1602 - 1700;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4666898759761 -34.5421021754784,-58.4674314714008 -34.542478049385))";47405;RUIZ HUIDOBRO;CALLE;19093;184;29-059;derecho;1901 - 1999;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.466644241421 -34.5421634975427,-58.4673858371845 -34.5425393717226))";47406;RUIZ HUIDOBRO;CALLE;19093;184;29-058;izquierdo;1902 - 2000;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4687183981703 -34.5410907498939,-58.4688241690854 -34.5411445160858,-58.4694657992778 -34.5414687482225))";47407;RAMALLO;CALLE;19002;123;29-047;izquierdo;2002 - 2100;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;1;PROHIBIDO ESTACIONAR;2;DIAS HABILES DE 7 A 21 HORAS;
"MULTILINESTRING ((-58.4588574742241 -34.5473936089815,-58.4590218627892 -34.5471550010359,-58.4593094283868 -34.546761398939))";47408;ARRIBEÃOS;CALLE;1121;504;27-076;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.46409322478 -34.5438012982758,-58.4643337070514 -34.5439234698908))";47409;PAROISSIEN;CALLE;17024;267;29-068A;izquierdo;1802 - 1850;PAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
"MULTILINESTRING ((-58.4601886243923 -34.5472014944381,-58.4601377949226 -34.5472708380051,-58.4597289029496 -34.5478295172467))";47410;11 DE SEPTIEMBRE DE 1888;CALLE;16025;543;27-076;izquierdo;3302 - 3400;PAR;1;PROHIBIDO ESTACIONAR;1;24 HORAS;2;PERMITIDO ESTACIONAR;1;24 HORAS;
"MULTILINESTRING ((-58.4641159701676 -34.5437312154328,-58.4643122757006 -34.5438347219865))";47411;PAROISSIEN;CALLE;17024;267;29-069A;derecho;1801 - 1849;IMPAR;2;PERMITIDO ESTACIONAR;1;24 HORAS;;;;;
